show_id,zone,house_type,area_sqft,bedrooms,bathrooms,building_age,road_width_m,distance_to_center_km,has_garden,has_parking,furnished,date_listed,year_listed,price_npr,price_per_sqft,nearest_landmark,description
H00501,Itahari-5,RCC,1158,2,1,5,8.5,3.0,0,1,Unfurnished,2013-02-10,2013,8496492,7337,Sukrabare,"Modern RCC with parking and garden, excellent investment for Itahari locals."
H00502,Itahari-15,Flat,2182,6,6,13,10.0,7.26,1,0,Semi-Furnished,2018-07-28,2018,12513237,5734,Sukrabare,"Well-connected property in Itahari-15, 2182 sqft, 13 years old. Ideal for families."
H00503,Itahari-3,Duplex,2320,6,6,21,5.5,0.71,0,1,Semi-Furnished,2010-12-07,2010,21654123,9333,Bhairahawa Road,"Spacious Duplex with 6 bedrooms and 6 bathrooms, nearby Bhairahawa Road."
H00504,Itahari-7,Bungalow,657,3,3,2,7.2,1.42,0,1,Unfurnished,2017-08-07,2017,7601347,11569,Sukrabare,"Modern Bungalow with parking and garden, excellent investment for Itahari locals."
H00505,Itahari-6,Bungalow,2246,5,5,8,2.9,2.81,0,0,Semi-Furnished,2022-05-06,2022,26974048,12009,Bhairahawa Road,"Well-connected property in Itahari-6, 2246 sqft, 8 years old. Ideal for families."
H00506,Itahari-16,RCC,1101,4,2,6,14.0,5.01,0,1,Unfurnished,2011-12-20,2011,6380739,5795,Shohini Chowk,"Spacious RCC with 4 bedrooms and 2 bathrooms, nearby Shohini Chowk."
H00507,Itahari-5,Bungalow,2111,5,3,1,7.5,6.29,0,0,Unfurnished,2015-03-31,2015,18351734,8693,G.P. Chowk,"Modern Bungalow with parking and garden, excellent investment for Itahari locals."
H00508,Itahari-4,Flat,1150,4,2,16,10.3,2.11,0,1,Unfurnished,2021-09-02,2021,22693378,19733,Itahari Buspark,Flat located near main road with easy access to amenities and schools.
H00509,Itahari-20,Flat,1754,4,3,32,9.1,0.67,0,1,Furnished,2025-10-24,2025,27250418,15536,Sukrabare,Flat located near main road with easy access to amenities and schools.
H00510,Itahari-12,Duplex,1817,4,3,14,5.8,3.9,0,1,Semi-Furnished,2017-06-20,2017,32343240,17800,Shohini Chowk,Duplex located near main road with easy access to amenities and schools.
H00511,Itahari-10,Flat,829,1,1,17,7.7,1.45,0,1,Unfurnished,2020-01-14,2020,15292020,18446,Sukrabare,"Well-connected property in Itahari-10, 829 sqft, 17 years old. Ideal for families."
H00512,Itahari-3,Villa,1770,5,5,15,8.7,1.39,0,1,Unfurnished,2019-08-10,2019,46381249,26204,Shohini Chowk,"Well-connected property in Itahari-3, 1770 sqft, 15 years old. Ideal for families."
H00513,Itahari-13,Flat,465,2,1,6,4.7,7.28,0,0,Unfurnished,2023-03-19,2023,8640165,18581,Sukrabare,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H00514,Itahari-9,Flat,1782,5,4,16,11.7,3.59,0,1,Unfurnished,2011-08-15,2011,13276473,7450,G.P. Chowk,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H00515,Itahari-6,Duplex,1307,4,2,20,6.5,6.67,0,1,Unfurnished,2022-12-30,2022,10917993,8353,Sukrabare,"Well-connected property in Itahari-6, 1307 sqft, 20 years old. Ideal for families."
H00516,Itahari-13,Bungalow,1948,5,4,15,7.6,3.88,0,0,Furnished,2017-08-19,2017,31975221,16414,Shohini Chowk,"Modern Bungalow with parking and garden, excellent investment for Itahari locals."
H00517,Itahari-16,Duplex,1860,4,2,11,15.5,2.6,1,1,Unfurnished,2019-12-01,2019,22402836,12044,Bhairahawa Road,Duplex located near main road with easy access to amenities and schools.
H00518,Itahari-3,Flat,1624,3,2,23,8.1,2.57,1,1,Semi-Furnished,2017-06-20,2017,20458472,12597,Sukrabare,"Spacious Flat with 3 bedrooms and 2 bathrooms, nearby Sukrabare."
H00519,Itahari-8,Flat,380,2,2,11,5.2,2.32,0,1,Unfurnished,2014-09-21,2014,4742719,12480,Itahari Buspark,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H00520,Itahari-18,RCC,1608,5,3,6,12.1,4.26,0,1,Unfurnished,2021-10-20,2021,31815106,19785,Sukrabare,"Spacious RCC with 5 bedrooms and 3 bathrooms, nearby Sukrabare."
H00521,Itahari-7,Flat,1652,5,3,12,4.1,4.46,0,1,Semi-Furnished,2018-05-05,2018,11165197,6758,Bhairahawa Road,"Spacious Flat with 5 bedrooms and 3 bathrooms, nearby Bhairahawa Road."
H00522,Itahari-12,Bungalow,1454,3,2,12,2.4,3.92,0,1,Unfurnished,2018-04-06,2018,32486080,22342,Shohini Chowk,"Spacious Bungalow with 3 bedrooms and 2 bathrooms, nearby Shohini Chowk."
H00523,Itahari-17,Bungalow,2187,5,4,19,6.9,1.29,0,1,Unfurnished,2022-06-23,2022,25301192,11568,Shohini Chowk,"Spacious Bungalow with 5 bedrooms and 4 bathrooms, nearby Shohini Chowk."
H00524,Itahari-6,Bungalow,2553,7,7,11,7.5,6.36,1,0,Unfurnished,2022-05-18,2022,26580841,10411,Bhairahawa Road,"Spacious Bungalow with 7 bedrooms and 7 bathrooms, nearby Bhairahawa Road."
H00525,Itahari-14,Villa,2029,4,3,11,9.5,6.82,0,1,Unfurnished,2019-06-30,2019,24750236,12198,Itahari Buspark,"Spacious Villa with 4 bedrooms and 3 bathrooms, nearby Itahari Buspark."
H00526,Itahari-15,Flat,1118,4,4,13,8.8,4.26,1,1,Furnished,2022-12-26,2022,12090426,10814,Shohini Chowk,Flat located near main road with easy access to amenities and schools.
H00527,Itahari-9,Duplex,638,3,2,10,5.6,0.95,0,1,Unfurnished,2017-04-13,2017,8932557,14000,G.P. Chowk,"Spacious Duplex with 3 bedrooms and 2 bathrooms, nearby G.P. Chowk."
H00528,Itahari-9,Flat,1945,6,4,15,6.8,5.68,0,1,Unfurnished,2025-01-15,2025,36371336,18699,G.P. Chowk,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H00529,Itahari-12,Flat,991,1,1,13,5.3,1.27,0,1,Furnished,2022-06-24,2022,21414149,21608,Sukrabare,"Well-connected property in Itahari-12, 991 sqft, 13 years old. Ideal for families."
H00530,Itahari-20,Villa,1055,3,2,20,10.6,5.9,0,0,Unfurnished,2021-03-01,2021,16339250,15487,Sukrabare,"Well-connected property in Itahari-20, 1055 sqft, 20 years old. Ideal for families."
H00531,Itahari-15,Villa,626,1,1,0,10.8,6.85,0,0,Semi-Furnished,2022-12-31,2022,11013921,17594,G.P. Chowk,"Modern Villa with parking and garden, excellent investment for Itahari locals."
H00532,Itahari-12,Flat,898,3,2,4,14.9,5.5,0,0,Unfurnished,2021-12-08,2021,19155530,21331,G.P. Chowk,"Well-connected property in Itahari-12, 898 sqft, 4 years old. Ideal for families."
H00533,Itahari-19,Duplex,1396,3,2,2,9.0,0.92,0,0,Unfurnished,2015-08-30,2015,20551260,14721,G.P. Chowk,"Modern Duplex with parking and garden, excellent investment for Itahari locals."
H00534,Itahari-19,Flat,1351,3,2,11,14.4,5.17,0,1,Semi-Furnished,2019-12-30,2019,13306401,9849,Itahari Buspark,"Well-connected property in Itahari-19, 1351 sqft, 11 years old. Ideal for families."
H00535,Itahari-6,Bungalow,1419,5,5,1,8.1,2.91,1,1,Semi-Furnished,2010-04-27,2010,11751866,8281,Itahari Buspark,"Modern Bungalow with parking and garden, excellent investment for Itahari locals."
H00536,Itahari-5,Duplex,1721,4,3,19,3.8,5.75,0,1,Unfurnished,2011-08-26,2011,8770082,5095,Bhairahawa Road,"Modern Duplex with parking and garden, excellent investment for Itahari locals."
H00537,Itahari-9,Duplex,963,1,1,10,4.2,0.32,0,1,Unfurnished,2023-10-07,2023,21128549,21940,Shohini Chowk,"Modern Duplex with parking and garden, excellent investment for Itahari locals."
H00538,Itahari-17,Bungalow,968,1,1,2,9.5,3.61,0,1,Semi-Furnished,2022-10-29,2022,14875824,15367,Shohini Chowk,Bungalow located near main road with easy access to amenities and schools.
H00539,Itahari-7,Flat,1425,4,2,7,14.8,2.34,1,1,Semi-Furnished,2015-12-04,2015,11207879,7865,Sukrabare,Flat located near main road with easy access to amenities and schools.
H00540,Itahari-8,Bungalow,1331,4,4,10,15.2,2.07,0,1,Unfurnished,2020-02-12,2020,33121890,24884,Shohini Chowk,Bungalow located near main road with easy access to amenities and schools.
H00541,Itahari-12,Flat,1548,4,4,11,9.5,2.07,0,0,Semi-Furnished,2018-12-15,2018,67524385,20109,Bhairahawa Road,"Spacious Flat with 4 bedrooms and 4 bathrooms, nearby Bhairahawa Road."
H00542,Itahari-1,RCC,323,2,2,20,10.5,0.84,0,1,Unfurnished,2019-08-08,2019,4389754,13590,G.P. Chowk,RCC located near main road with easy access to amenities and schools.
H00543,Itahari-13,Bungalow,3000,8,5,12,2.3,1.53,0,0,Unfurnished,2014-06-24,2014,46129582,15376,G.P. Chowk,"Well-connected property in Itahari-13, 3000 sqft, 12 years old. Ideal for families."
H00544,Itahari-10,Duplex,1112,2,2,11,11.0,5.83,0,1,Furnished,2020-11-01,2020,23115999,20787,Shohini Chowk,Duplex located near main road with easy access to amenities and schools.
H00545,Itahari-8,Flat,611,3,2,22,3.4,0.53,0,1,Unfurnished,2015-11-15,2015,8139123,13320,G.P. Chowk,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H00546,Itahari-6,Bungalow,313,1,1,1,9.9,3.49,0,1,Unfurnished,2025-08-28,2025,4929174,15748,G.P. Chowk,"Spacious Bungalow with 1 bedrooms and 1 bathrooms, nearby G.P. Chowk."
H00547,Itahari-4,RCC,2365,6,4,22,9.3,2.87,0,1,Unfurnished,2023-04-24,2023,37086449,15681,Bhairahawa Road,"Spacious RCC with 6 bedrooms and 4 bathrooms, nearby Bhairahawa Road."
H00548,Itahari-13,Flat,1066,2,1,12,12.2,1.25,0,0,Unfurnished,2020-09-04,2020,20423186,19158,G.P. Chowk,"Well-connected property in Itahari-13, 1066 sqft, 12 years old. Ideal for families."
H00549,Itahari-6,RCC,982,1,1,13,10.7,2.13,1,0,Unfurnished,2010-12-09,2010,6206533,6320,Shohini Chowk,RCC located near main road with easy access to amenities and schools.
H00550,Itahari-13,Bungalow,422,1,1,16,10.4,4.96,1,0,Unfurnished,2022-06-10,2022,10268309,24332,Bhairahawa Road,Bungalow located near main road with easy access to amenities and schools.
H00551,Itahari-9,RCC,1487,4,3,23,9.1,1.62,0,0,Unfurnished,2025-05-10,2025,35223360,23687,Shohini Chowk,RCC located near main road with easy access to amenities and schools.
H00552,Itahari-8,Flat,1839,5,4,22,4.2,4.57,0,1,Unfurnished,2023-05-12,2023,34018895,18498,Bhairahawa Road,"Well-connected property in Itahari-8, 1839 sqft, 22 years old. Ideal for families."
H00553,Itahari-5,Bungalow,1897,6,4,3,7.4,1.45,0,1,Unfurnished,2025-09-12,2025,36035288,18995,Sukrabare,"Spacious Bungalow with 6 bedrooms and 4 bathrooms, nearby Sukrabare."
H00554,Itahari-1,Flat,645,3,3,19,8.5,3.66,1,1,Semi-Furnished,2013-07-10,2013,4514392,6999,Sukrabare,"Spacious Flat with 3 bedrooms and 3 bathrooms, nearby Sukrabare."
H00555,Itahari-20,Flat,2202,6,4,2,14.1,0.07,0,1,Unfurnished,2025-04-20,2025,49864546,22645,G.P. Chowk,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H00556,Itahari-10,Flat,1712,5,4,10,9.3,3.73,1,1,Semi-Furnished,2022-07-19,2022,35666962,20833,Bhairahawa Road,Flat located near main road with easy access to amenities and schools.
H00557,Itahari-9,Villa,1465,5,4,1,5.7,2.02,1,1,Semi-Furnished,2013-11-01,2013,28938109,19752,Shohini Chowk,"Well-connected property in Itahari-9, 1465 sqft, 1 years old. Ideal for families."
H00558,Itahari-3,RCC,887,1,1,8,6.8,3.3,0,1,Furnished,2025-04-20,2025,23310328,26279,Sukrabare,"Modern RCC with parking and garden, excellent investment for Itahari locals."
H00559,Itahari-4,RCC,664,3,2,12,8.8,2.05,0,1,Unfurnished,2011-09-13,2011,6547367,9860,Bhairahawa Road,RCC located near main road with easy access to amenities and schools.
H00560,Itahari-15,Flat,1230,3,3,4,5.4,7.61,0,1,Unfurnished,2020-04-08,2020,10564476,8589,Shohini Chowk,Flat located near main road with easy access to amenities and schools.
H00561,Itahari-10,Flat,1633,3,2,13,6.1,6.85,0,1,Unfurnished,2024-06-09,2024,29084783,17810,Sukrabare,"Well-connected property in Itahari-10, 1633 sqft, 13 years old. Ideal for families."
H00562,Itahari-8,Flat,2444,7,7,12,11.7,4.59,0,1,Semi-Furnished,2020-09-19,2020,45446081,18594,Itahari Buspark,"Spacious Flat with 7 bedrooms and 7 bathrooms, nearby Itahari Buspark."
H00563,Itahari-5,Flat,726,3,2,6,14.9,4.06,0,1,Unfurnished,2015-04-09,2015,7413459,10211,Shohini Chowk,"Well-connected property in Itahari-5, 726 sqft, 6 years old. Ideal for families."
H00564,Itahari-15,RCC,1329,2,1,12,12.2,2.03,0,1,Semi-Furnished,2025-08-10,2025,23722492,17849,Bhairahawa Road,"Well-connected property in Itahari-15, 1329 sqft, 12 years old. Ideal for families."
H00565,Itahari-6,Bungalow,1832,6,5,26,7.7,4.15,0,1,Furnished,2025-04-11,2025,20801775,11354,Itahari Buspark,"Spacious Bungalow with 6 bedrooms and 5 bathrooms, nearby Itahari Buspark."
H00566,Itahari-3,RCC,402,2,2,19,8.1,1.83,0,1,Furnished,2011-10-21,2011,5424338,13493,Bhairahawa Road,RCC located near main road with easy access to amenities and schools.
H00567,Itahari-9,Bungalow,1541,5,5,9,4.6,6.24,0,0,Unfurnished,2010-10-04,2010,12341565,8008,Sukrabare,Bungalow located near main road with easy access to amenities and schools.
H00568,Itahari-14,Duplex,270,1,1,6,10.8,2.08,1,1,Semi-Furnished,2018-12-28,2018,3186491,11801,Shohini Chowk,Duplex located near main road with easy access to amenities and schools.
H00569,Itahari-3,Flat,1726,5,4,6,7.0,3.97,0,1,Semi-Furnished,2021-04-04,2021,32568385,18869,Itahari Buspark,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H00570,Itahari-4,RCC,1420,3,3,19,12.6,6.71,0,1,Semi-Furnished,2013-04-12,2013,13488893,9499,Itahari Buspark,"Spacious RCC with 3 bedrooms and 3 bathrooms, nearby Itahari Buspark."
H00571,Itahari-6,Villa,1378,4,3,1,10.0,6.68,1,1,Unfurnished,2019-03-19,2019,17929008,13010,Itahari Buspark,"Well-connected property in Itahari-6, 1378 sqft, 1 years old. Ideal for families."
H00572,Itahari-20,RCC,2297,7,4,11,6.2,3.04,0,1,Unfurnished,2011-08-16,2011,13091141,5699,Itahari Buspark,RCC located near main road with easy access to amenities and schools.
H00573,Itahari-5,Bungalow,1525,4,3,12,6.3,4.2,0,1,Unfurnished,2025-04-26,2025,22804390,14953,Shohini Chowk,"Well-connected property in Itahari-5, 1525 sqft, 12 years old. Ideal for families."
H00574,Itahari-16,Flat,504,2,1,14,14.8,4.13,1,1,Unfurnished,2014-10-13,2014,4439689,8808,Bhairahawa Road,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H00575,Itahari-19,Villa,1040,3,3,17,9.4,1.38,0,1,Unfurnished,2010-02-18,2010,13411816,12895,Bhairahawa Road,Villa located near main road with easy access to amenities and schools.
H00576,Itahari-8,Villa,662,1,1,22,6.8,4.04,0,1,Semi-Furnished,2012-08-07,2012,6701827,10123,Sukrabare,"Well-connected property in Itahari-8, 662 sqft, 22 years old. Ideal for families."
H00577,Itahari-3,Flat,324,1,1,16,7.9,2.37,0,1,Unfurnished,2010-11-06,2010,3460164,10679,G.P. Chowk,Flat located near main road with easy access to amenities and schools.
H00578,Itahari-16,Bungalow,492,1,1,17,9.0,5.08,0,1,Furnished,2015-06-28,2015,3833589,7791,Shohini Chowk,"Well-connected property in Itahari-16, 492 sqft, 17 years old. Ideal for families."
H00579,Itahari-7,Flat,1706,4,3,0,7.9,2.74,0,1,Unfurnished,2021-08-26,2021,18135783,10630,Bhairahawa Road,"Spacious Flat with 4 bedrooms and 3 bathrooms, nearby Bhairahawa Road."
H00580,Itahari-4,Villa,1106,2,2,1,15.5,2.89,0,1,Semi-Furnished,2025-02-15,2025,31843233,28791,G.P. Chowk,"Modern Villa with parking and garden, excellent investment for Itahari locals."
H00581,Itahari-17,Duplex,271,1,1,13,2.8,4.75,0,0,Unfurnished,2013-07-13,2013,2300795,8490,Bhairahawa Road,"Modern Duplex with parking and garden, excellent investment for Itahari locals."
H00582,Itahari-15,Flat,1695,3,2,3,10.1,2.11,0,1,Furnished,2018-12-25,2018,14980049,8837,G.P. Chowk,"Spacious Flat with 3 bedrooms and 2 bathrooms, nearby G.P. Chowk."
H00583,Itahari-6,Flat,1141,2,1,5,6.9,3.01,0,1,Unfurnished,2013-12-22,2013,6571974,5759,Shohini Chowk,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H00584,Itahari-12,Bungalow,2010,4,3,8,12.5,6.79,0,0,Unfurnished,2019-01-05,2019,34663664,17245,Shohini Chowk,Bungalow located near main road with easy access to amenities and schools.
H00585,Itahari-10,Villa,1575,5,4,7,4.7,6.13,1,0,Unfurnished,2021-07-30,2021,35655873,22638,Bhairahawa Road,"Modern Villa with parking and garden, excellent investment for Itahari locals."
H00586,Itahari-17,RCC,282,1,1,17,6.7,3.47,0,0,Unfurnished,2011-11-15,2011,2000000,5231,G.P. Chowk,RCC located near main road with easy access to amenities and schools.
H00587,Itahari-17,Flat,375,2,1,4,3.6,3.24,0,1,Semi-Furnished,2024-04-25,2024,5355736,14281,G.P. Chowk,"Spacious Flat with 2 bedrooms and 1 bathrooms, nearby G.P. Chowk."
H00588,Itahari-6,Flat,1375,3,2,6,10.7,3.71,0,1,Unfurnished,2023-07-14,2023,19139810,13919,G.P. Chowk,Flat located near main road with easy access to amenities and schools.
H00589,Itahari-8,RCC,1623,5,4,10,3.2,5.07,0,0,Furnished,2019-06-14,2019,25536803,15734,Itahari Buspark,"Spacious RCC with 5 bedrooms and 4 bathrooms, nearby Itahari Buspark."
H00590,Itahari-5,Flat,1971,5,3,1,5.5,2.77,0,0,Semi-Furnished,2014-06-11,2014,14476779,7344,Shohini Chowk,"Well-connected property in Itahari-5, 1971 sqft, 1 years old. Ideal for families."
H00591,Itahari-19,Villa,1045,3,2,16,9.8,1.34,1,1,Unfurnished,2019-05-18,2019,18912431,18098,G.P. Chowk,Villa located near main road with easy access to amenities and schools.
H00592,Itahari-15,Duplex,1719,4,3,2,7.5,2.96,0,1,Unfurnished,2016-10-09,2016,19597565,11400,Sukrabare,"Well-connected property in Itahari-15, 1719 sqft, 2 years old. Ideal for families."
H00593,Itahari-13,RCC,833,2,2,26,8.0,2.95,0,0,Furnished,2012-06-10,2012,9002421,10807,G.P. Chowk,"Modern RCC with parking and garden, excellent investment for Itahari locals."
H00594,Itahari-14,Flat,1587,5,4,5,7.1,3.29,0,0,Unfurnished,2011-05-10,2011,10085279,6354,Bhairahawa Road,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H00595,Itahari-11,Duplex,1719,3,2,12,14.4,3.5,0,1,Unfurnished,2017-07-08,2017,10264372,5971,Shohini Chowk,Duplex located near main road with easy access to amenities and schools.
H00596,Itahari-4,Bungalow,2133,4,2,16,15.5,5.3,0,1,Semi-Furnished,2015-01-23,2015,27341950,12818,Bhairahawa Road,"Modern Bungalow with parking and garden, excellent investment for Itahari locals."
H00597,Itahari-11,RCC,2296,6,5,10,4.0,7.05,0,1,Semi-Furnished,2025-07-10,2025,20476183,8918,G.P. Chowk,"Modern RCC with parking and garden, excellent investment for Itahari locals."
H00598,Itahari-14,Flat,943,3,2,9,4.6,1.74,0,1,Unfurnished,2017-09-09,2017,9930518,10530,G.P. Chowk,Flat located near main road with easy access to amenities and schools.
H00599,Itahari-11,Villa,1297,2,2,1,3.9,1.03,1,1,Unfurnished,2013-01-31,2013,11317340,8725,Bhairahawa Road,"Spacious Villa with 2 bedrooms and 2 bathrooms, nearby Bhairahawa Road."
H00600,Itahari-5,Flat,1624,4,4,13,11.8,3.5,0,1,Unfurnished,2019-12-08,2019,16988651,10460,Bhairahawa Road,"Spacious Flat with 4 bedrooms and 4 bathrooms, nearby Bhairahawa Road."
H00601,Itahari-5,Flat,1192,3,2,9,5.1,2.22,0,1,Unfurnished,2012-12-16,2012,7288633,6114,G.P. Chowk,"Spacious Flat with 3 bedrooms and 2 bathrooms, nearby G.P. Chowk."
H00602,Itahari-7,Flat,328,1,1,6,6.5,4.71,0,1,Unfurnished,2013-04-10,2013,2000000,4352,G.P. Chowk,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H00603,Itahari-15,Villa,1226,3,3,15,4.8,6.21,1,1,Semi-Furnished,2018-08-19,2018,12161570,9919,Itahari Buspark,"Well-connected property in Itahari-15, 1226 sqft, 15 years old. Ideal for families."
H00604,Itahari-7,Duplex,2428,6,5,13,8.0,5.7,0,0,Unfurnished,2014-03-09,2014,14721047,6063,Bhairahawa Road,"Well-connected property in Itahari-7, 2428 sqft, 13 years old. Ideal for families."
H00605,Itahari-7,Bungalow,596,1,1,9,9.6,4.78,0,1,Unfurnished,2025-04-12,2025,6449889,10821,Sukrabare,"Spacious Bungalow with 1 bedrooms and 1 bathrooms, nearby Sukrabare."
H00606,Itahari-2,Flat,1549,4,2,22,9.6,6.34,0,0,Unfurnished,2010-10-31,2010,12760199,8237,G.P. Chowk,Flat located near main road with easy access to amenities and schools.
H00607,Itahari-18,RCC,1576,3,2,7,11.5,2.77,0,1,Unfurnished,2017-09-10,2017,24665339,15650,Bhairahawa Road,"Modern RCC with parking and garden, excellent investment for Itahari locals."
H00608,Itahari-17,Bungalow,1291,3,2,25,7.9,4.5,1,1,Unfurnished,2014-08-31,2014,11955693,9260,Sukrabare,Bungalow located near main road with easy access to amenities and schools.
H00609,Itahari-16,Flat,1268,4,4,9,9.0,1.54,0,1,Semi-Furnished,2013-09-22,2013,9022253,7115,Bhairahawa Road,"Well-connected property in Itahari-16, 1268 sqft, 9 years old. Ideal for families."
H00610,Itahari-2,Flat,1754,4,3,10,14.7,2.48,0,1,Semi-Furnished,2020-12-18,2020,46325566,26411,G.P. Chowk,"Well-connected property in Itahari-2, 1754 sqft, 10 years old. Ideal for families."
H00611,Itahari-6,Flat,1778,4,2,24,7.4,0.27,1,1,Semi-Furnished,2024-12-26,2024,23914954,13450,Sukrabare,"Modern Flat with parking and garden, excellent investment for Itahari locals."
